symbol,industry,sector,averageDailyVolume10Day,averageDailyVolume3Month,fiftyDayAverageChangePercent,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,longName,regularMarketChangePercent,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,regularMarketTime,regularMarketVolume,twoHundredDayAverageChangePercent,ytdReturn,expireDate,expireIsoDate,openInterest,marketCap,quoteType,beta,enterpriseValue,pegRatio,enterpriseToEbitda,52WeekChange,SandP52WeekChange,shortPercentOfFloat,netIncomeToCommon,52wkAbsRange
URGN,Biotechnology,Healthcare,242.6,188.7,-0.12762514,-0.42243559999999997,0.08741541,36.95 - 69.568,UroGen Pharma Ltd.,-1.9042938999999999,41.2,39.501,40.8,40.96,40.18,1549573201.0,159213.0,-0.11813546,,,,,0.8,EQUITY,,556184320.0,,-9.925,-0.16220087,0.058353424,,-62026000.0,0.50985101
UTHR,Biotechnology,Healthcare,269.8,366.0,0.029896193999999997,-0.17371356,0.15230867,100.06 - 139.54,United Therapeutics Corporation,-1.0300403,116.93,114.83,116.35,116.5,115.3,1549573201.0,162937.0,-0.028132051,,,,,5.0,EQUITY,1.023306,4090306304.0,-0.83,4.806,-0.07730085,0.058353424,0.10300000000000001,542899968.0,0.32602222999999997
V,Credit Services,Financial Services,10652.7,10327.1,0.036498584,-0.07528374,0.26238513,111.02 - 151.56,Visa Inc.,-0.9470715000000001,141.05,139.21,139.92,141.49,140.15,1549573199.0,6797657.0,0.0013543823,,,,,307.9,EQUITY,0.95393,323603103744.0,1.64,22.671999999999997,0.24266648,0.058353424,0.017,10380000256.0,0.33766887
VAR,Medical Instruments & Supplies,Healthcare,527.0,760.2,0.06522202,-0.021453759,0.28623545,101.42 - 133.31,"Varian Medical Systems, Inc.",-1.7325824,132.41,129.92,131.79,132.75,130.45,1549573193.0,478481.0,0.12697367,,,,,11.9,EQUITY,0.732645,11485630464.0,3.9,19.618,0.17665303,0.058353424,0.0326,365400000.0,0.307689209
VC,Auto Parts,Consumer Cyclical,344.0,621.8,0.10242009,-0.45772675,0.33627853,56.59 - 139.45,Visteon Corporation,-5.675434,79.3,74.73,79.3,80.17,75.62,1549573201.0,562796.0,-0.13420828,,,,,2.2,EQUITY,1.51516,2373696000.0,1.86,8.824,-0.33124793,0.058353424,0.1551,135000000.0,0.79400528
VCYT,Biotechnology,Healthcare,429.6,395.4,0.1881756,-0.060185187,2.4933080000000003,5.23 - 19.44,"Veracyte, Inc.",-2.6638252999999996,18.65,17.96,18.61,18.77,18.27,1549573201.0,304991.0,0.46319783,,,,,0.7,EQUITY,-1.221614,722526464.0,,-32.35,2.322124,0.058353424,0.0672,-28333000.0,2.5534931870000004
VEEV,Health Information Services,Technology,1331.4,1425.6,0.14626403,-0.037005424,1.1648458000000002,52.17 - 117.28,Veeva Systems Inc.,-3.0890667,115.65,112.69,115.2417,116.54,112.94,1549573199.0,1287480.0,0.19937338,,,,,16.4,EQUITY,1.541424,15788519424.0,2.65,76.87899999999999,1.1454344,0.058353424,0.0681,190124000.0,1.201851224
VIPS,Specialty Retail,Consumer Cyclical,6642.0,7201.9,0.17211397,-0.6105016,0.72969836,4.31 - 19.14,Vipshop Holdings Limited,-3.5575693,7.705,7.34,7.65,7.73,7.455,1549573198.0,6182087.0,0.16485691,,,,,4.9,EQUITY,1.7791970000000001,5224152064.0,590.5,,-0.49510127,0.058353424,,,1.34019996
VRSK,Business Services,Industrials,656.6,859.5,0.06674247,-0.045559157,0.32726273,90.6 - 125.99,"Verisk Analytics, Inc.",0.50986344,120.25,118.8,119.05,119.64,120.25,1549573201.0,500156.0,0.029990837000000003,,,,,19.8,EQUITY,0.891708,22178494464.0,2.49,20.991999999999997,0.296489,0.058353424,0.025999999,657100032.0,0.372821887
VRSN,Internet Content & Information,Technology,619.4,816.9,0.096287675,-0.020988862999999996,0.64184064,105.4 - 176.76,"VeriSign, Inc.",-0.48306188,173.63,171.4,172.68,173.89,173.05,1549573201.0,552694.0,0.12303545,,,,,20.9,EQUITY,0.838183,21626738688.0,4.39,27.083000000000002,0.64637375,0.058353424,0.0346,503131008.0,0.662829503
VRTX,Biotechnology,Healthcare,1342.4,1512.6,0.008829444,-0.07982230000000001,0.25064194,144.07 - 195.81,Vertex Pharmaceuticals Incorporated,-1.2116928999999999,182.58,178.99,181.5,182.39,180.18,1549573201.0,1133473.0,0.016245257,,,,,46.0,EQUITY,1.507475,45354983424.0,0.87,52.531000000000006,0.2031002,0.058353424,0.019299998999999998,646801984.0,0.33046424
VSH,Semiconductors,Technology,1642.2,1934.7,0.17627195,-0.17962265,0.30727607,16.63 - 26.5,"Vishay Intertechnology, Inc.",-0.18365893,22.28,21.4438,21.52,21.78,21.74,1549573199.0,2031872.0,0.06927176,,,,,3.1,EQUITY,1.4265649999999999,2668533760.0,1.02,4.482,0.20664823,0.058353424,0.10439999400000001,65682000.0,0.48689872
WAT,Diagnostics & Research,Healthcare,698.0,624.2,0.13383938,-0.014904899,0.36953673,167.94 - 233.48,Waters Corporation,-1.12205,231.46,228.86,231.0,232.61,230.0,1549573198.0,447429.0,0.18152663,,,,,17.4,EQUITY,1.114994,16815811584.0,2.05,19.783,0.21283698,0.058353424,0.047399998,593793984.0,0.384441629
WB,Internet Content & Information,Technology,1479.8,2388.8,0.032410108,-0.577329,0.17438900000000002,51.15 - 142.12,Weibo Corporation,-3.6722273999999997,61.852,59.18,61.56,62.36,60.07,1549573201.0,1525852.0,-0.09463769999999999,,,,,13.4,EQUITY,2.085049,13211806720.0,0.67,22.078000000000003,-0.44201863,0.058353424,,536297984.0,0.751718
WCG,Health Care Plans,Healthcare,615.0,964.5,0.10774651,-0.13889654,0.4960441,187.06 - 324.99,"WellCare Health Plans, Inc.",-0.9380509,282.66,278.7,281.82,282.5,279.85,1549573194.0,418404.0,0.016951362,,,,,14.0,EQUITY,1.205804,10907102208.0,1.1,13.507,0.4860599,0.058353424,0.0511,444600000.0,0.63494064
WDAY,Software - Application,Technology,2026.9,2412.7,0.11950736,-0.019648045,0.73187935,107.75 - 190.35,"Workday, Inc.",-0.9921450999999999,187.34,183.18,186.26,188.48,186.61,1549573201.0,1218854.0,0.26913238,,,,,40.7,EQUITY,1.680182,41252483072.0,3.57,-184.24900000000002,0.698477,0.058353424,0.1034,-402996992.0,0.751527395
WDC,Data Storage,Technology,7390.1,7090.0,0.15313923,-0.57124156,0.3556015,33.83 - 106.96,Western Digital Corporation,-4.458332,47.4679,45.45,47.29,48.0,45.86,1549573201.0,6712640.0,-0.114391804,,,,,13.3,EQUITY,1.6778099999999998,20349900800.0,-0.78,4.281000000000001,-0.40067422,0.058353424,0.069299996,841000000.0,0.92684306
WIX,Internet Content & Information,Technology,483.9,827.1,0.09927798,-0.10992177,0.937276,55.8 - 121.45,Wix.com Ltd.,-1.5662003999999998,109.23,106.86,108.65,109.82,108.1,1549573201.0,641270.0,0.07594231,,,,,5.2,EQUITY,0.9736459999999999,4944422400.0,0.61,-192.024,0.88532186,0.058353424,0.0665,-37972000.0,1.04719777
WST,Medical Instruments & Supplies,Healthcare,432.0,358.1,0.01084925,-0.17819165,0.24244629,82.74 - 125.09,"West Pharmaceutical Services, Inc.",-1.0587088,104.155,102.58,103.82,103.9,102.8,1549573193.0,362345.0,-0.06670675,,,,,7.6,EQUITY,1.3747770000000001,7595778048.0,7.17,21.647,0.14908206,0.058353424,0.0137,154900000.0,0.42063794
WUBA,Internet Content & Information,Technology,702.6,998.4,0.13074926,-0.26685202,0.31033805,50.3 - 89.9,58.com Inc.,-1.5092566,66.5,65.35,66.4,66.92,65.91,1549573197.0,382650.0,0.028949613,,,,,9.8,EQUITY,1.401082,9925297152.0,0.61,,-0.013270438,0.058353424,,,0.57719007
WWE,Media - Diversified,Consumer Cyclical,637.3,1026.6,0.06267037,-0.14638144,1.4967065000000002,33.4 - 97.69,"World Wrestling Entertainment, Inc.",4.55115,83.83,74.51,82.93,79.76,83.39,1549573195.0,1761939.0,0.051062547,,,,,6.5,EQUITY,1.579117,6273647616.0,1.37,52.03,1.3569741,0.058353424,0.2586,63183000.0,1.6430879400000002
XAR,,,219.3,212.8,0.10462214,-0.09257066,0.2542673,73.23 - 101.22,SPDR S&P Aerospace & Defense ETF,-0.5306453000000001,92.07,90.67,91.77,92.34,91.85,1549573186.0,358284.0,0.017915417,13.32,,,,,ETF,,,,,,,,,0.34683796
XBI,,,3724.9,6083.6,0.051436663,-0.19281143,0.27322158,64.38 - 101.55,SPDR S&P Biotech ETF,-2.740861,84.09,81.415,83.63,84.28,81.97,1549573198.0,4379066.0,-0.049171854,16.15,,,,,ETF,,,,,,,,,0.46603301
XES,,,1120.1,1750.4,0.079726644,-0.42365816,0.35872236,8.14 - 19.19,SPDR S&P Oil & Gas Equipment&Svcs ETF,-3.9930556000000004,11.5,10.8148,11.41,11.52,11.06,1549573199.0,1328200.0,-0.19603324,21.58,,,,0.2,ETF,,,,,,,,,0.78238052
XHB,,,2837.8,4485.4,0.07320843,-0.14464244,0.20942408,30.56 - 43.21,SPDR S&P Homebuilders ETF,0.87336165,37.11,36.57,36.69,36.64,36.96,1549573198.0,2567466.0,0.013313964,12.72,,,,,ETF,,,,,,,,,0.35406652000000005
XHE,,,51.3,105.5,0.05230644,-0.14943299999999998,0.21371362,62.42 - 89.07,SPDR S&P Health Care Equipment ETF,-1.4228346,76.5892,75.46,76.28,76.8535,75.76,1549573082.0,98178.0,-0.038895633,9.19,,,,,ETF,,,,,,,,,0.36314662
XHS,,,10.7,24.6,0.069712065,-0.09075626,0.17963776,59.62 - 77.35,SPDR S&P Health Care Services ETF,0.3281075,70.8438,70.1131,69.76,70.1,70.33,1549572426.0,10485.0,-0.017893625,10.74,,,,,ETF,,,,,,,,,0.27039402
XITK,,,13.4,17.8,0.09416652,-0.09915888,0.26745555,76.05 - 107.0,SPDR FactSet Innovative Technology ETF,-1.8504725,97.0,95.5108,96.89,98.2073,96.39,1549572294.0,12120.0,0.028270034,15.03,,,,,ETF,,,,,,,,,0.36661443
XLB,,,6528.1,9392.5,0.019285623000000002,-0.14577259,0.12093523,47.05 - 61.74,Materials Select Sector SPDR ETF,-1.4021312,53.24,52.32,53.15,53.49,52.74,1549573199.0,6361695.0,-0.045557547000000004,5.49,,,,3.8,ETF,,,,,,,,,0.26670782000000004
XLC,,,3384.8,3559.3,0.04390081,-0.12857418,0.16525528,38.97 - 52.11,Communication Services Sel Sect SPDRETF,-0.9812489,45.58,44.94,45.45,45.86,45.41,1549573197.0,2338348.0,-0.017491663,11.79,,,,,ETF,,,,,,,,,0.29382946
XLE,,,11675.5,19110.1,0.036935802999999996,-0.20347519,0.18553218,53.36 - 79.42,Energy Select Sector SPDR ETF,-2.16518,64.475,62.64,64.26,64.66,63.26,1549573200.0,14399726.0,-0.08171779,11.24,,,,13.6,ETF,,,,,,,,,0.38900736999999996
XLF,,,48294.0,67593.4,0.04168906,-0.13384770000000001,0.17097509,22.05 - 29.81,Financial Select Sector SPDR ETF,-0.92095083,26.045,25.59,25.98,26.06,25.82,1549573199.0,78721691.0,-0.03117608,8.8,,,,24.2,ETF,,,,,,,,,0.30482279
XLI,,,12557.2,15768.4,0.08054446400000001,-0.09265022,0.21762352,59.92 - 80.41,Industrial Select Sector SPDR ETF,-0.68064255,73.38,72.4,72.99,73.46,72.96,1549573199.0,15542804.0,0.0033623031,11.38,,,,12.0,ETF,,,,,,,,,0.31027373999999996
XLK,,,11634.4,16445.0,0.0631409,-0.113937266,0.17387532,57.57 - 76.27,Technology Select Sector SPDR ETF,-1.4006406,68.2,67.14,67.91,68.54,67.58,1549573200.0,14462275.0,-0.024382921000000002,6.94,,,,18.3,ETF,,,,,,,,,0.287812586
XLNX,Semiconductors,Technology,4868.5,3508.1,0.19240536,-0.025669781000000003,0.8103421,62.27 - 115.7,"Xilinx, Inc.",-1.3476795,114.55,111.6,112.94,114.27,112.73,1549573201.0,3484283.0,0.35577574,,,,,28.5,EQUITY,1.237558,27203766272.0,1.77,25.004,0.8190067,0.058353424,0.023699999,838979968.0,0.8360118809999999
XLP,,,14051.4,20089.8,0.036423124,-0.060877215,0.10759356,48.33 - 57.0,Consumer Staples Select Sector SPDR ETF,-0.093324095,53.58,53.17,53.35,53.58,53.53,1549573199.0,14494229.0,-0.0048229243,5.05,,,,9.9,ETF,,,,,,,,,0.16847077500000002
XLRE,,,5501.6,6149.7,0.07244643,-0.001011995,0.18443604,29.17 - 34.585,Real Estate Select Sector SPDR,0.78763264,34.585,34.09,34.2,34.28,34.55,1549573199.0,6325105.0,0.054954804,10.76,,,,,ETF,,,,,,,,,0.18544803499999998
XLU,,,15448.9,20567.7,0.040329196,-0.030605106,0.16670179999999998,47.51 - 57.18,Utilities Select Sector SPDR ETF,1.2975128999999999,55.43,54.4711,54.64,54.72,55.43,1549573198.0,15940079.0,0.029954765,3.41,,,,8.5,ETF,,,,,,,,,0.19730690599999998
XLV,,,9635.2,12479.9,0.027786985,-0.0653758,0.14020829,78.74 - 96.06,Health Care Select Sector SPDR ETF,-1.0906664,90.32,89.29,90.18,90.77,89.78,1549573199.0,9454317.0,-0.007979649,4.82,,,,19.3,ETF,,,,,,,,,0.20558409
XLY,,,4575.2,7038.2,0.043170035,-0.089477696,0.17257161,91.73 - 118.13,Consumer Discret Sel Sect SPDR ETF,-0.82065415,107.94,106.665,107.68,108.45,107.56,1549573199.0,4484100.0,-0.011316132,9.85,,,,12.0,ETF,,,,,,,,,0.262049306
XME,,,2195.9,2608.4,0.06041357,-0.2300748,0.1911413,25.06 - 38.77,SPDR S&P Metals and Mining ETF,-2.3871796,30.6,29.72,30.4,30.58,29.85,1549573199.0,2254290.0,-0.05212835,17.07,,,,0.6,ETF,,,,,,,,,0.4212161
XNTK,,,28.4,112.9,0.04080887,-0.32421059999999996,0.23041484,53.99 - 98.3,SPDR NYSE Technology ETF,-2.00605,66.67399999999999,65.91,67.12,67.79,66.4301,1549572508.0,118864.0,-0.19820246,10.8,,,,0.7,ETF,,,,,,,,,0.5546254399999999
XOP,,,15511.6,22955.1,-0.012473092,-0.36655664,0.20510681,23.89 - 45.45,SPDR S&P Oil & Gas Explor & Prodtn ETF,-4.352157599999999,29.92,28.6,29.83,30.1,28.79,1549573200.0,23838956.0,-0.2111044,15.07,,,,2.0,ETF,,,,,,,,,0.57166345
XPH,,,55.8,88.8,0.038409904,-0.1973184,0.16227187,34.51 - 49.97,SPDR S&P Pharmaceuticals ETF,-1.8115003,40.69,39.93,40.56,40.85,40.11,1549573159.0,60006.0,-0.08916156,9.45,,,,0.2,ETF,,,,,,,,,0.35959027
XRAY,Medical Instruments & Supplies,Healthcare,1699.7,2559.9,0.082314946,-0.27564642,0.26318893,33.93 - 59.17,DENTSPLY SIRONA Inc.,-0.9475384,43.17,42.62,42.96,43.27,42.86,1549573201.0,1182986.0,0.107710816,,,,,9.5,EQUITY,0.5910989999999999,11122856960.0,-72.48,14.695,-0.2388742,0.058353424,0.0506,-1663200000.0,0.53883535
XRT,,,4450.6,7261.5,0.030710597000000003,-0.1655967,0.15984254,38.1 - 52.96,SPDR S&P Retail ETF,-0.6743157,44.37,43.76,44.19,44.49,44.19,1549573197.0,4313258.0,-0.065555885,7.76,,,,0.3,ETF,,,,,,,,,0.32543924
XSD,,,90.6,104.9,0.09256587,-0.07267008,0.22451349,60.13 - 79.4,SPDR S&P Semiconductor ETF,-2.1528275000000003,74.79,73.11,74.34,75.25,73.63,1549573178.0,213812.0,0.035948392,10.72,,,,0.3,ETF,,,,,,,,,0.29718357
XSW,,,51.8,21.1,0.09581215,-0.10910769,0.27060193,68.44 - 97.61,SPDR S&P Software & Services ETF,-0.7410186,87.01,86.1377,86.89,87.6092,86.96,1549572074.0,18128.0,0.04737002,13.19,,,,,ETF,,,,,,,,,0.37970961999999997
XTH,,,1.1,1.6,0.09664149,-0.13141504,0.24197982,57.48 - 82.19,SPDR S&P Technology Hardware ETF,-1.9264637999999998,71.389,71.389,71.389,72.7913,71.389,1549556130.0,238.0,-0.013244445,13.81,,,,,ETF,,,,,,,,,0.37339486
XTL,,,13.1,24.2,0.031454507,-0.12440259,0.15507837,58.68 - 77.41,SPDR S&P Telecom ETF,-1.5270736999999999,67.78,67.41,67.41,68.8311,67.78,1549566850.0,1753.0,-0.043342825,8.6,,,,,ETF,,,,,,,,,0.27948096
XTN,,,18.4,27.3,0.0735864,-0.120577596,0.2040332,50.58 - 69.25,SPDR S&P Transportation ETF,-0.09842119,61.2,60.4201,60.62,60.96,60.9,1549573160.0,22371.0,-0.019012317,11.97,,,,,ETF,,,,,,,,,0.324610796
XWEB,,,11.3,13.2,0.08726617,-0.12446525,0.29013342,68.21 - 100.51,SPDR S&P Internet ETF,-1.0023499,88.0,87.0801,87.97,88.891,88.0,1549568780.0,29019.0,0.0056109084,14.08,,,,,ETF,,,,,,,,,0.41459866999999995
YELP,Internet Content & Information,Technology,1743.1,2985.9,0.026812771000000003,-0.30990478,0.23525399,29.33 - 52.5,Yelp Inc.,-2.4501882,36.76,35.95,36.76,37.14,36.23,1549573198.0,2396603.0,-0.09659757,,,,,3.0,EQUITY,0.8840790000000001,2248224256.0,2.92,52.527,-0.03857112,0.058353424,0.1479,164388000.0,0.54515877
YY,Internet Content & Information,Technology,686.6,865.7,-0.017122269,-0.53721774,0.169577,55.55 - 140.39,YY Inc.,-4.8476824999999995,68.0,64.54,67.8,68.28,64.97,1549573201.0,947121.0,-0.08525914,,,,,4.1,EQUITY,1.872375,4395242496.0,44.7,,-0.3861369,0.058353424,,,0.70679474
ZBH,Medical Devices,Healthcare,1468.8,1354.7,0.121125035,-0.121070236,0.21930102,96.99 - 134.55,"Zimmer Biomet Holdings, Inc.",0.067694895,120.33,117.82,118.0,118.18,118.26,1549573195.0,1687677.0,0.006627585,,,,,24.1,EQUITY,1.4060030000000001,32533180416.0,3.63,13.706,0.022937775,0.058353424,0.0135,-379200000.0,0.340371256
ZEN,Software - Application,Technology,2946.3,2051.0,0.18355660000000001,-0.070894055,0.9375825999999999,37.81 - 78.85,"Zendesk, Inc.",1.1878461999999999,73.42,69.9,71.34,72.4,73.26,1549573199.0,2900265.0,0.19034365,,,,,7.8,EQUITY,1.6843990000000002,7344369664.0,15.82,-69.02600000000001,0.8805195,0.058353424,0.0809,-131310000.0,1.008476655
ZTS,Drug Manufacturers - Specialty & Generic,Healthcare,2290.5,2345.6,0.018937513,-0.10769392,0.2274929,70.2 - 96.57,Zoetis Inc.,-1.6099608,87.18,85.69,87.25,87.58,86.17,1549573198.0,1353755.0,-0.03175835,,,,,41.4,EQUITY,0.9198209999999999,47035994112.0,1.66,21.083000000000002,0.22472382,0.058353424,0.0101,1164000000.0,0.33518682
ZUO,Software - Infrastructure,Technology,896.8,1299.8,0.06098011,-0.44917947,0.33740354,15.56 - 37.78,"Zuora, Inc.",1.3638518,20.98,19.81,20.39,20.53,20.81,1549573198.0,1253755.0,-0.059570607000000005,,,,,2.3,EQUITY,,2161322496.0,,-34.622,Infinity,0.058353424,0.32869998,-70746000.0,0.78658301
